INPUT:audio_path,INPUT:image_first,INPUT:image_second,OUTPUT:result,GOLDEN:result,HINT:text,HINT:default_language
https://sky4uk.xyz/static/data/audios/795836.mp3,https://avatars.yandex.net/get-music-content/113160/03f6d393.a.5583765-1/1000x1000,https://sky4uk.xyz/static/data/images/795836_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/25200.mp3,https://avatars.yandex.net/get-music-content/33216/a8a6844d.a.89488-1/1000x1000,https://sky4uk.xyz/static/data/images/25200_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/7878689.mp3,https://avatars.yandex.net/get-music-content/63210/fd4fad4d.a.824240-1/1000x1000,https://sky4uk.xyz/static/data/images/7878689_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/27293993.mp3,https://avatars.yandex.net/get-music-content/41288/d67a9017.a.3265854-1/1000x1000,https://sky4uk.xyz/static/data/images/27293993_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/18908768.mp3,https://avatars.yandex.net/get-music-content/176019/2dce24a3.a.7852463-1/1000x1000,https://sky4uk.xyz/static/data/images/18908768_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/17315034.mp3,https://avatars.yandex.net/get-music-content/38044/8eb63118.a.1908881-1/1000x1000,https://sky4uk.xyz/static/data/images/17315034_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/50257800.mp3,https://avatars.yandex.net/get-music-content/193823/0a2cc9e2.a.6932210-1/1000x1000,https://sky4uk.xyz/static/data/images/50257800_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/57799893.mp3,https://avatars.yandex.net/get-music-content/98892/8d724863.a.8715736-2/1000x1000,https://sky4uk.xyz/static/data/images/57799893_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/33371582.mp3,https://avatars.yandex.net/get-music-content/149669/2f839b4e.a.4081322-1/1000x1000,https://sky4uk.xyz/static/data/images/33371582_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/673475.mp3,https://avatars.yandex.net/get-music-content/38044/1f0f92fb.a.76126-1/1000x1000,https://sky4uk.xyz/static/data/images/673475_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/2665.mp3,https://avatars.yandex.net/get-music-content/49707/a2598dc2.a.10761-1/1000x1000,https://sky4uk.xyz/static/data/images/2665_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/74303961.mp3,https://avatars.yandex.net/get-music-content/1781407/afbcc851.a.12983378-1/1000x1000,https://sky4uk.xyz/static/data/images/74303961_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/30049955.mp3,https://avatars.yandex.net/get-music-content/193823/82aa0d9f.a.3626367-4/1000x1000,https://sky4uk.xyz/static/data/images/30049955_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/54254234.mp3,https://avatars.yandex.net/get-music-content/193823/3fac838d.a.7811775-2/1000x1000,https://sky4uk.xyz/static/data/images/54254234_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/43618534.mp3,https://avatars.yandex.net/get-music-content/117546/b0983819.a.5809714-2/1000x1000,https://sky4uk.xyz/static/data/images/43618534_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/18088709.mp3,https://avatars.yandex.net/get-music-content/63210/99236e94.a.2004485-1/1000x1000,https://sky4uk.xyz/static/data/images/18088709_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/351717.mp3,https://avatars.yandex.net/get-music-content/41288/545a1c19.a.35406-1/1000x1000,https://sky4uk.xyz/static/data/images/351717_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/2093847.mp3,https://avatars.yandex.net/get-music-content/63210/b2ba5e5c.a.207012-1/1000x1000,https://sky4uk.xyz/static/data/images/2093847_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/28060067.mp3,https://avatars.yandex.net/get-music-content/38044/9acccb46.a.3350801-2/1000x1000,https://sky4uk.xyz/static/data/images/28060067_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/38856284.mp3,https://avatars.yandex.net/get-music-content/4399644/2d5bd6de.a.13651608-1/1000x1000,https://sky4uk.xyz/static/data/images/38856284_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/46527255.mp3,https://avatars.yandex.net/get-music-content/108289/6589699b.a.6277226-1/1000x1000,https://sky4uk.xyz/static/data/images/46527255_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/692297.mp3,https://avatars.yandex.net/get-music-content/63210/a7a152ba.a.498751-1/1000x1000,https://sky4uk.xyz/static/data/images/692297_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/34339661.mp3,https://avatars.yandex.net/get-music-content/2427101/eb3aca6e.a.4225104-3/1000x1000,https://sky4uk.xyz/static/data/images/34339661_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/2983605.mp3,https://avatars.yandex.net/get-music-content/49707/16bbe648.a.504048-1/1000x1000,https://sky4uk.xyz/static/data/images/2983605_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/795836.mp3,https://avatars.yandex.net/get-music-content/113160/03f6d393.a.5583765-1/1000x1000,https://sky4uk.xyz/static/data/images/795836_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/25200.mp3,https://avatars.yandex.net/get-music-content/33216/a8a6844d.a.89488-1/1000x1000,https://sky4uk.xyz/static/data/images/25200_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/7878689.mp3,https://avatars.yandex.net/get-music-content/63210/fd4fad4d.a.824240-1/1000x1000,https://sky4uk.xyz/static/data/images/7878689_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/27293993.mp3,https://avatars.yandex.net/get-music-content/41288/d67a9017.a.3265854-1/1000x1000,https://sky4uk.xyz/static/data/images/27293993_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/18908768.mp3,https://avatars.yandex.net/get-music-content/176019/2dce24a3.a.7852463-1/1000x1000,https://sky4uk.xyz/static/data/images/18908768_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/17315034.mp3,https://avatars.yandex.net/get-music-content/38044/8eb63118.a.1908881-1/1000x1000,https://sky4uk.xyz/static/data/images/17315034_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/50257800.mp3,https://avatars.yandex.net/get-music-content/193823/0a2cc9e2.a.6932210-1/1000x1000,https://sky4uk.xyz/static/data/images/50257800_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/57799893.mp3,https://avatars.yandex.net/get-music-content/98892/8d724863.a.8715736-2/1000x1000,https://sky4uk.xyz/static/data/images/57799893_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/33371582.mp3,https://avatars.yandex.net/get-music-content/149669/2f839b4e.a.4081322-1/1000x1000,https://sky4uk.xyz/static/data/images/33371582_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/673475.mp3,https://avatars.yandex.net/get-music-content/38044/1f0f92fb.a.76126-1/1000x1000,https://sky4uk.xyz/static/data/images/673475_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/2665.mp3,https://avatars.yandex.net/get-music-content/49707/a2598dc2.a.10761-1/1000x1000,https://sky4uk.xyz/static/data/images/2665_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/74303961.mp3,https://avatars.yandex.net/get-music-content/1781407/afbcc851.a.12983378-1/1000x1000,https://sky4uk.xyz/static/data/images/74303961_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/30049955.mp3,https://avatars.yandex.net/get-music-content/193823/82aa0d9f.a.3626367-4/1000x1000,https://sky4uk.xyz/static/data/images/30049955_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/54254234.mp3,https://avatars.yandex.net/get-music-content/193823/3fac838d.a.7811775-2/1000x1000,https://sky4uk.xyz/static/data/images/54254234_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/43618534.mp3,https://avatars.yandex.net/get-music-content/117546/b0983819.a.5809714-2/1000x1000,https://sky4uk.xyz/static/data/images/43618534_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/18088709.mp3,https://avatars.yandex.net/get-music-content/63210/99236e94.a.2004485-1/1000x1000,https://sky4uk.xyz/static/data/images/18088709_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/351717.mp3,https://avatars.yandex.net/get-music-content/41288/545a1c19.a.35406-1/1000x1000,https://sky4uk.xyz/static/data/images/351717_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/2093847.mp3,https://avatars.yandex.net/get-music-content/63210/b2ba5e5c.a.207012-1/1000x1000,https://sky4uk.xyz/static/data/images/2093847_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/28060067.mp3,https://avatars.yandex.net/get-music-content/38044/9acccb46.a.3350801-2/1000x1000,https://sky4uk.xyz/static/data/images/28060067_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/38856284.mp3,https://avatars.yandex.net/get-music-content/4399644/2d5bd6de.a.13651608-1/1000x1000,https://sky4uk.xyz/static/data/images/38856284_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/46527255.mp3,https://avatars.yandex.net/get-music-content/108289/6589699b.a.6277226-1/1000x1000,https://sky4uk.xyz/static/data/images/46527255_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/692297.mp3,https://avatars.yandex.net/get-music-content/63210/a7a152ba.a.498751-1/1000x1000,https://sky4uk.xyz/static/data/images/692297_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/34339661.mp3,https://avatars.yandex.net/get-music-content/2427101/eb3aca6e.a.4225104-3/1000x1000,https://sky4uk.xyz/static/data/images/34339661_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/2983605.mp3,https://avatars.yandex.net/get-music-content/49707/16bbe648.a.504048-1/1000x1000,https://sky4uk.xyz/static/data/images/2983605_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/795836.mp3,https://avatars.yandex.net/get-music-content/113160/03f6d393.a.5583765-1/1000x1000,https://sky4uk.xyz/static/data/images/795836_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/25200.mp3,https://avatars.yandex.net/get-music-content/33216/a8a6844d.a.89488-1/1000x1000,https://sky4uk.xyz/static/data/images/25200_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/7878689.mp3,https://avatars.yandex.net/get-music-content/63210/fd4fad4d.a.824240-1/1000x1000,https://sky4uk.xyz/static/data/images/7878689_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/27293993.mp3,https://avatars.yandex.net/get-music-content/41288/d67a9017.a.3265854-1/1000x1000,https://sky4uk.xyz/static/data/images/27293993_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/18908768.mp3,https://avatars.yandex.net/get-music-content/176019/2dce24a3.a.7852463-1/1000x1000,https://sky4uk.xyz/static/data/images/18908768_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/17315034.mp3,https://avatars.yandex.net/get-music-content/38044/8eb63118.a.1908881-1/1000x1000,https://sky4uk.xyz/static/data/images/17315034_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/50257800.mp3,https://avatars.yandex.net/get-music-content/193823/0a2cc9e2.a.6932210-1/1000x1000,https://sky4uk.xyz/static/data/images/50257800_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/57799893.mp3,https://avatars.yandex.net/get-music-content/98892/8d724863.a.8715736-2/1000x1000,https://sky4uk.xyz/static/data/images/57799893_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/33371582.mp3,https://avatars.yandex.net/get-music-content/149669/2f839b4e.a.4081322-1/1000x1000,https://sky4uk.xyz/static/data/images/33371582_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/673475.mp3,https://avatars.yandex.net/get-music-content/38044/1f0f92fb.a.76126-1/1000x1000,https://sky4uk.xyz/static/data/images/673475_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/2665.mp3,https://avatars.yandex.net/get-music-content/49707/a2598dc2.a.10761-1/1000x1000,https://sky4uk.xyz/static/data/images/2665_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/74303961.mp3,https://avatars.yandex.net/get-music-content/1781407/afbcc851.a.12983378-1/1000x1000,https://sky4uk.xyz/static/data/images/74303961_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/30049955.mp3,https://avatars.yandex.net/get-music-content/193823/82aa0d9f.a.3626367-4/1000x1000,https://sky4uk.xyz/static/data/images/30049955_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/54254234.mp3,https://avatars.yandex.net/get-music-content/193823/3fac838d.a.7811775-2/1000x1000,https://sky4uk.xyz/static/data/images/54254234_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/43618534.mp3,https://avatars.yandex.net/get-music-content/117546/b0983819.a.5809714-2/1000x1000,https://sky4uk.xyz/static/data/images/43618534_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/18088709.mp3,https://avatars.yandex.net/get-music-content/63210/99236e94.a.2004485-1/1000x1000,https://sky4uk.xyz/static/data/images/18088709_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/351717.mp3,https://avatars.yandex.net/get-music-content/41288/545a1c19.a.35406-1/1000x1000,https://sky4uk.xyz/static/data/images/351717_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/2093847.mp3,https://avatars.yandex.net/get-music-content/63210/b2ba5e5c.a.207012-1/1000x1000,https://sky4uk.xyz/static/data/images/2093847_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/28060067.mp3,https://avatars.yandex.net/get-music-content/38044/9acccb46.a.3350801-2/1000x1000,https://sky4uk.xyz/static/data/images/28060067_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/38856284.mp3,https://avatars.yandex.net/get-music-content/4399644/2d5bd6de.a.13651608-1/1000x1000,https://sky4uk.xyz/static/data/images/38856284_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/46527255.mp3,https://avatars.yandex.net/get-music-content/108289/6589699b.a.6277226-1/1000x1000,https://sky4uk.xyz/static/data/images/46527255_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/692297.mp3,https://avatars.yandex.net/get-music-content/63210/a7a152ba.a.498751-1/1000x1000,https://sky4uk.xyz/static/data/images/692297_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/34339661.mp3,https://avatars.yandex.net/get-music-content/2427101/eb3aca6e.a.4225104-3/1000x1000,https://sky4uk.xyz/static/data/images/34339661_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/2983605.mp3,https://avatars.yandex.net/get-music-content/49707/16bbe648.a.504048-1/1000x1000,https://sky4uk.xyz/static/data/images/2983605_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/795836.mp3,https://avatars.yandex.net/get-music-content/113160/03f6d393.a.5583765-1/1000x1000,https://sky4uk.xyz/static/data/images/795836_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/25200.mp3,https://avatars.yandex.net/get-music-content/33216/a8a6844d.a.89488-1/1000x1000,https://sky4uk.xyz/static/data/images/25200_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/7878689.mp3,https://avatars.yandex.net/get-music-content/63210/fd4fad4d.a.824240-1/1000x1000,https://sky4uk.xyz/static/data/images/7878689_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/27293993.mp3,https://avatars.yandex.net/get-music-content/41288/d67a9017.a.3265854-1/1000x1000,https://sky4uk.xyz/static/data/images/27293993_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/18908768.mp3,https://avatars.yandex.net/get-music-content/176019/2dce24a3.a.7852463-1/1000x1000,https://sky4uk.xyz/static/data/images/18908768_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/17315034.mp3,https://avatars.yandex.net/get-music-content/38044/8eb63118.a.1908881-1/1000x1000,https://sky4uk.xyz/static/data/images/17315034_gen.jpg,SECOND,,,
https://sky4uk.xyz/static/data/audios/50257800.mp3,https://avatars.yandex.net/get-music-content/193823/0a2cc9e2.a.6932210-1/1000x1000,https://sky4uk.xyz/static/data/images/50257800_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/57799893.mp3,https://avatars.yandex.net/get-music-content/98892/8d724863.a.8715736-2/1000x1000,https://sky4uk.xyz/static/data/images/57799893_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/33371582.mp3,https://avatars.yandex.net/get-music-content/149669/2f839b4e.a.4081322-1/1000x1000,https://sky4uk.xyz/static/data/images/33371582_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/673475.mp3,https://avatars.yandex.net/get-music-content/38044/1f0f92fb.a.76126-1/1000x1000,https://sky4uk.xyz/static/data/images/673475_gen.jpg,FIRST,,,
https://sky4uk.xyz/static/data/audios/2665.mp3,https://avatars.yandex.net/get-music-content/49707/a2598dc2.a.10761-1/1000x1000,https://sky4uk.xyz/static/data/images/2665_gen.jpg,FIRST,,,
